Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 45 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       3 ,             3 ,              1 ,         9724 ,        59 ,     1339 ,      18787 ,               25 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               7 ,        3 ,Life Sciences    ,                      2 ,                       3 ,              3 ,                 2 ,No       ,               17 ,                3 ,               1 ,                    2 ,            1 ,            86 ,Y      ,           80 ,No
 35 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              1 ,         2194 ,        79 ,      664 ,       5868 ,                5 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Frequently ,               1 ,        3 ,Medical          ,                      2 ,                       4 ,              2 ,                 4 ,No       ,               13 ,                3 ,               1 ,                    2 ,            1 ,            88 ,Y      ,           80 ,No
 36 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             2 ,              3 ,         3388 ,        79 ,      318 ,      21777 ,                2 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               9 ,        3 ,Medical          ,                      4 ,                       1 ,              2 ,                 0 ,Yes      ,               17 ,                3 ,               1 ,                    0 ,            1 ,            90 ,Y      ,           80 ,Yes
 59 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             2 ,              3 ,         5473 ,        57 ,     1225 ,      24668 ,               20 ,             4 ,                 3 ,                      1 ,                   3 ,Travel_Frequently ,               1 ,        1 ,Life Sciences    ,                      1 ,                       4 ,              2 ,                 7 ,No       ,               11 ,                3 ,               0 ,                    2 ,            1 ,            91 ,Y      ,           80 ,No
 29 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              2 ,         2703 ,        76 ,     1328 ,       4956 ,                6 ,             5 ,                 4 ,                      0 ,                   4 ,Travel_Rarely     ,               2 ,        3 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 0 ,No       ,               23 ,                4 ,               1 ,                    3 ,            1 ,            94 ,Y      ,           80 ,No
 31 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              2 ,         2501 ,        87 ,     1082 ,      18775 ,                1 ,             1 ,                 1 ,                      1 ,                   0 ,Travel_Rarely     ,               1 ,        4 ,Medical          ,                      3 ,                       2 ,              3 ,                 1 ,No       ,               17 ,                3 ,               0 ,                    4 ,            1 ,            95 ,Y      ,           80 ,No
 32 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       2 ,             3 ,              2 ,         6220 ,        66 ,      548 ,       7346 ,               10 ,            10 ,                 4 ,                      0 ,                   9 ,Travel_Rarely     ,               1 ,        3 ,Life Sciences    ,                      2 ,                       2 ,              3 ,                 1 ,No       ,               17 ,                3 ,               2 ,                    3 ,            1 ,            96 ,Y      ,           80 ,No
 36 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             4 ,              4 ,         3038 ,        55 ,      132 ,      22002 ,                5 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               6 ,        3 ,Life Sciences    ,                      2 ,                       2 ,              3 ,                 3 ,No       ,               12 ,                3 ,               0 ,                    3 ,            1 ,            97 ,Y      ,           80 ,No
 31 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              4 ,         4424 ,        61 ,      746 ,      20682 ,               11 ,            11 ,                 7 ,                      1 ,                   8 ,Travel_Rarely     ,               8 ,        4 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 1 ,No       ,               23 ,                4 ,               0 ,                    2 ,            1 ,            98 ,Y      ,           80 ,No
 35 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             2 ,              1 ,         4312 ,        32 ,      776 ,      23016 ,               16 ,            15 ,                13 ,                      2 ,                   8 ,Travel_Rarely     ,               1 ,        4 ,Marketing        ,                      3 ,                       2 ,              3 ,                 0 ,No       ,               14 ,                3 ,               0 ,                    2 ,            1 ,           100 ,Y      ,           80 ,No
 45 ,Male   ,Married       ,Research & Development ,Research Director         ,       3 ,             3 ,              1 ,        13245 ,        52 ,      193 ,      15067 ,               17 ,             0 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               6 ,        4 ,Other            ,                      4 ,                       2 ,              4 ,                 4 ,Yes      ,               14 ,                3 ,               0 ,                    3 ,            1 ,           101 ,Y      ,           80 ,No
